Subjects,fs_l_bankssts_myel,fs_l_caudalanteriorcingulate_myel,fs_l_caudalmiddlefrontal_myel,fs_l_cuneus_myel,fs_l_entorhinal_myel,fs_l_fusiform_myel,fs_l_inferiorparietal_myel,fs_l_inferiortemporal_myel,fs_l_isthmuscingulate_myel,fs_l_lateraloccipital_myel,fs_l_lateralorbitofrontal_myel,fs_l_lingual_myel,fs_l_medialorbitofrontal_myel,fs_l_middletemporal_myel,fs_l_parahippocampal_myel,fs_l_paracentral_myel,fs_l_parsopercularis_myel,fs_l_parsorbitalis_myel,fs_l_parstriangularis_myel,fs_l_pericalcarine_myel,fs_l_postcentral_myel,fs_l_posteriorcingulate_myel,fs_l_precentral_myel,fs_l_precuneus_myel,fs_l_rostralanteriorcingulate_myel,fs_l_rostralmiddlefrontal_myel,fs_l_superiorfrontal_myel,fs_l_superiorparietal_myel,fs_l_superiortemporal_myel,fs_l_supramarginal_myel,fs_l_frontalpole_myel,fs_l_temporalpole_myel,fs_l_transversetemporal_myel,fs_l_insula_myel,fs_r_bankssts_myel,fs_r_caudalanteriorcingulate_myel,fs_r_caudalmiddlefrontal_myel,fs_r_cuneus_myel,fs_r_entorhinal_myel,fs_r_fusiform_myel,fs_r_inferiorparietal_myel,fs_r_inferiortemporal_myel,fs_r_isthmuscingulate_myel,fs_r_lateraloccipital_myel,fs_r_lateralorbitofrontal_myel,fs_r_lingual_myel,fs_r_medialorbitofrontal_myel,fs_r_middletemporal_myel,fs_r_parahippocampal_myel,fs_r_paracentral_myel,fs_r_parsopercularis_myel,fs_r_parsorbitalis_myel,fs_r_parstriangularis_myel,fs_r_pericalcarine_myel,fs_r_postcentral_myel,fs_r_posteriorcingulate_myel,fs_r_precentral_myel,fs_r_precuneus_myel,fs_r_rostralanteriorcingulate_myel,fs_r_rostralmiddlefrontal_myel,fs_r_superiorfrontal_myel,fs_r_superiorparietal_myel,fs_r_superiortemporal_myel,fs_r_supramarginal_myel,fs_r_frontalpole_myel,fs_r_temporalpole_myel,fs_r_transversetemporal_myel,fs_r_insula_myel
841349,1.338,0.8101,1.3144,1.5103,1.1618,1.2901,1.3011,1.2219,1.1883,1.4646,1.2466,1.4652,1.1713,1.2424,1.3796,1.4521,1.2679,1.1868,1.2878,1.5812,1.4384,1.1052,1.4509,1.3198,0.9063,1.2323,1.2295,1.3665,1.3072,1.2856,1.2137,1.071,1.6315,1.2401,1.4679,1.2952,1.2446,1.297,1.0514,1.3299,1.4077,1.3834,1.347,1.4542,1.2416,1.27,1.2219,1.4831,1.1885,1.4128,1.0963,1.1775,1.1942,1.4154,1.3809,1.3009,1.2967,1.3159,1.2024,1.1998,1.3315,1.3396,0.2674,1.2095,1.2385,0.778,0,0.3525
843151,1.3098,0.8163,1.3047,1.5069,1.1596,1.2952,1.3091,1.2153,1.1911,1.4667,1.2441,1.4814,1.1655,1.2437,1.3817,1.4496,1.2734,1.2195,1.282,1.5556,1.431,1.1168,1.4556,1.322,0.8992,1.2246,1.2322,1.3668,1.3243,1.2779,1.1916,1.0593,1.658,1.2188,1.4362,1.2873,1.2362,1.3008,1.0579,1.3232,1.4039,1.4012,1.3226,1.4623,1.2659,1.277,1.2245,1.4934,1.1537,1.4085,1.1,1.1715,1.1848,1.3775,1.3891,1.304,1.2944,1.3075,1.2369,1.2036,1.3319,1.3348,0.2619,1.2178,1.2153,0.7677,0,0.3339
844961,1.3168,0.8408,1.3219,1.5174,1.1694,1.2993,1.3046,1.2245,1.1669,1.4538,1.2359,1.4869,1.1681,1.2464,1.3622,1.4518,1.2771,1.1919,1.296,1.5711,1.4363,1.117,1.4533,1.33,0.9052,1.2288,1.2335,1.3667,1.3128,1.2953,1.1565,1.0652,1.6358,1.2573,1.5187,1.3043,1.2479,1.3403,1.0772,1.3328,1.4128,1.407,1.3659,1.4507,1.244,1.2767,1.2283,1.4848,1.1675,1.4147,1.1116,1.1836,1.182,1.3882,1.3758,1.3161,1.2907,1.2984,1.1888,1.2068,1.3291,1.3365,0.254,1.2215,1.2076,0.7811,0,0.3343
845458,1.3373,0.8219,1.3091,1.5404,1.171,1.3034,1.302,1.2073,1.2303,1.4678,1.2465,1.4878,1.1686,1.2373,1.4035,1.4479,1.2667,1.2023,1.3021,1.5197,1.4517,1.0851,1.4553,1.326,0.9097,1.2357,1.2291,1.3572,1.3195,1.2678,1.1993,1.0298,1.6395,1.243,1.4474,1.3389,1.2351,1.3073,1.1261,1.3133,1.4069,1.399,1.3278,1.4516,1.2404,1.279,1.2352,1.4818,1.1654,1.42,1.105,1.1971,1.1843,1.4641,1.3822,1.3067,1.2903,1.2916,1.1957,1.2032,1.3338,1.3378,0.258,1.2065,1.2871,0.7356,0,0.3395
849264,1.3251,0.8181,1.3007,1.5257,1.1844,1.295,1.2951,1.2161,1.1797,1.4674,1.2369,1.4879,1.1555,1.233,1.4014,1.4646,1.2684,1.197,1.278,1.5336,1.4236,1.1035,1.4604,1.325,0.9113,1.2241,1.2307,1.3707,1.3036,1.2829,1.1744,1.0237,1.6468,1.2578,1.4857,1.2859,1.2453,1.3258,1.0601,1.33,1.4062,1.4035,1.3086,1.4429,1.2511,1.2698,1.2425,1.467,1.1899,1.3936,1.0977,1.2115,1.2039,1.42,1.3818,1.3037,1.288,1.2974,1.1908,1.205,1.3418,1.3351,0.2592,1.2109,1.2356,0.7347,0,0.3264
849971,1.346,0.8262,1.309,1.5203,1.1625,1.2908,1.309,1.2304,1.178,1.4602,1.2396,1.4777,1.1726,1.244,1.3946,1.4447,1.2635,1.2183,1.2791,1.5521,1.4319,1.1157,1.4581,1.3341,0.9119,1.2329,1.2294,1.3639,1.3156,1.2947,1.2035,1.03,1.639,1.2414,1.4537,1.271,1.2423,1.3301,1.0858,1.3271,1.4121,1.3986,1.3121,1.4516,1.2586,1.2774,1.2294,1.4848,1.1661,1.4266,1.1094,1.1491,1.1978,1.3807,1.3784,1.3089,1.2924,1.3045,1.1997,1.2048,1.3327,1.3419,0.2609,1.217,1.206,0.7709,0,0.335
852455,1.2976,0.8228,1.3023,1.5078,1.1788,1.2939,1.3091,1.2202,1.1786,1.4699,1.2464,1.4765,1.1768,1.2496,1.3556,1.4515,1.274,1.227,1.2863,1.564,1.4441,1.0978,1.4414,1.3276,0.9004,1.2244,1.2342,1.3584,1.3124,1.2835,1.1811,1.0288,1.644,1.23,1.4787,1.2984,1.2314,1.319,1.0991,1.323,1.4071,1.3877,1.3037,1.4576,1.2491,1.2929,1.2249,1.4978,1.1667,1.4129,1.1039,1.1871,1.1856,1.3626,1.3771,1.3063,1.2882,1.3107,1.1852,1.2061,1.3325,1.3315,0.2542,1.2172,1.2623,0.8014,0,0.3377
856463,1.345,0.8224,1.3026,1.5111,1.1426,1.2985,1.3043,1.2123,1.2035,1.4571,1.225,1.4769,1.1777,1.2425,1.3884,1.4387,1.2786,1.1825,1.2951,1.5895,1.4381,1.1182,1.4517,1.3307,0.9038,1.2315,1.2347,1.3622,1.3015,1.2874,1.1527,1.0329,1.6566,1.3237,1.4577,1.3214,1.2352,1.3024,1.0616,1.3245,1.4079,1.3955,1.3088,1.4536,1.2489,1.2756,1.2349,1.4931,1.1708,1.4137,1.103,1.1944,1.182,1.4021,1.387,1.3172,1.2953,1.316,1.2016,1.206,1.3325,1.3346,0.2665,1.2195,1.1824,0.7875,0,0.3409
856766,1.3528,0.8295,1.3145,1.5062,1.2098,1.2952,1.3141,1.2216,1.2005,1.4633,1.2247,1.4809,1.1772,1.2405,1.3867,1.4531,1.2649,1.2101,1.2697,1.5442,1.426,1.1117,1.453,1.333,0.9055,1.2401,1.2278,1.3652,1.3086,1.2875,1.2139,1.0896,1.6413,1.2542,1.486,1.3016,1.2489,1.3309,1.108,1.32,1.4048,1.3995,1.3228,1.4576,1.2558,1.279,1.2499,1.5061,1.1608,1.4068,1.117,1.1836,1.2032,1.3763,1.3676,1.3138,1.2948,1.3049,1.1992,1.2123,1.3306,1.3491,0.2745,1.215,1.2133,0.7881,0,0.3329
856968,1.3377,0.8246,1.3011,1.5177,1.1384,1.2897,1.3049,1.2205,1.1967,1.4619,1.3344,1.4904,1.1496,1.2394,1.4205,1.4207,1.2804,1.2031,1.2761,1.5345,1.4412,1.1138,1.4501,1.3391,0.9063,1.2314,1.2313,1.3571,1.3124,1.2837,1.1483,1.0454,1.6483,1.233,1.4796,1.2877,1.2323,1.3066,1.0701,1.3247,1.4057,1.3935,1.3283,1.4545,1.2567,1.2724,1.2269,1.4753,1.1687,1.4132,1.0987,1.1982,1.1741,1.3855,1.3709,1.3033,1.2912,1.3151,1.2155,1.2046,1.3276,1.3416,0.2686,1.2189,1.2129,0.7901,0,0.34
857263,1.3364,0.8168,1.2989,1.5021,1.1675,1.3105,1.2965,1.2112,1.1896,1.461,1.2416,1.4718,1.1593,1.2392,1.3705,1.4503,1.2672,1.2251,1.2704,1.5624,1.4394,1.1036,1.4438,1.3232,0.9075,1.2309,1.2309,1.3614,1.3063,1.2868,1.1512,1.0214,1.6665,1.2482,1.4809,1.2815,1.2277,1.3128,1.0749,1.3233,1.4109,1.3933,1.3235,1.4439,1.2561,1.2774,1.2078,1.4812,1.1653,1.4071,1.1004,1.1794,1.1828,1.4016,1.3804,1.2903,1.2904,1.3091,1.1857,1.2062,1.3354,1.3297,0.2522,1.2137,1.2403,0.7885,0,0.3392
859671,1.2835,0.8493,1.2983,1.5068,1.1773,1.2969,1.3028,1.2098,1.235,1.4638,1.2444,1.4772,1.1823,1.2419,1.435,1.4536,1.2827,1.2215,1.2725,1.5591,1.4211,1.1335,1.4587,1.324,0.92,1.2297,1.2236,1.3563,1.3139,1.2937,1.1884,1.0647,1.6881,1.235,1.4765,1.3166,1.2326,1.321,1.0556,1.3255,1.4031,1.3809,1.3037,1.4561,1.2531,1.2796,1.2183,1.4785,1.1864,1.4276,1.1042,1.2213,1.2005,1.3816,1.3709,1.2737,1.3062,1.2942,1.1958,1.2003,1.3257,1.3285,0.287,1.2156,1.242,0.7426,0,0.3464
861456,1.3517,0.8301,1.2909,1.5238,1.2142,1.2974,1.3072,1.2199,1.2124,1.4582,1.2381,1.4867,1.1623,1.2332,1.4013,1.4552,1.2716,1.2247,1.2592,1.5549,1.4405,1.1041,1.4517,1.3265,0.9012,1.2339,1.2298,1.3561,1.3063,1.2717,1.2268,1.033,1.6602,1.2521,1.4591,1.2953,1.232,1.362,1.0942,1.3174,1.4028,1.4081,1.3155,1.4538,1.2423,1.2904,1.2164,1.5163,1.1557,1.412,1.0969,1.1674,1.2,1.3818,1.3754,1.3105,1.2943,1.3101,1.2338,1.1969,1.3348,1.3309,0.2613,1.2197,1.2318,0.7111,0,0.3401
865363,1.3164,0.8316,1.3089,1.5289,1.1742,1.3048,1.3095,1.207,1.2057,1.4579,1.2194,1.4748,1.415,1.2434,1.3819,1.4263,1.269,1.1951,1.2917,1.5522,1.434,1.1086,1.4539,1.3399,0.8757,1.2293,1.2343,1.3607,1.3179,1.2799,1.2363,1.0425,1.6404,1.2358,1.4678,1.2984,1.2352,1.3314,1.0438,1.3292,1.4023,1.3791,1.3261,1.4483,1.2157,1.2966,1.2278,1.4991,1.178,1.4042,1.1063,1.1811,1.2009,1.3589,1.3733,1.299,1.2913,1.3053,1.1872,1.2073,1.3344,1.3412,0.259,1.2174,1.2091,0.7466,0,0.3975
867468,1.3316,0.8304,1.2854,1.5139,1.1807,1.2923,1.2974,1.2296,1.1603,1.4771,1.2231,1.4784,1.1675,1.2388,1.3298,1.4754,1.2691,1.2068,1.2877,1.5603,1.4619,1.0867,1.4311,1.3275,0.911,1.2301,1.2287,1.3569,1.3074,1.2675,1.1281,1.0409,1.688,1.2336,1.4717,1.2929,1.2359,1.303,1.0793,1.3073,1.3996,1.3925,1.3218,1.4498,1.251,1.2774,1.2135,1.4855,1.1932,1.4519,1.0985,1.1463,1.1851,1.4224,1.3867,1.2907,1.2824,1.2775,1.2232,1.2046,1.3288,1.3333,0.2591,1.2081,1.2078,0.7422,0,0.3241
870861,1.3122,0.8254,1.312,1.5317,1.1978,1.3064,1.3091,1.2061,1.1729,1.4555,1.2317,1.4831,1.1747,1.2433,1.3556,1.4298,1.2763,1.2116,1.2807,1.5403,1.4387,1.1029,1.4443,1.3399,0.8911,1.229,1.2331,1.3588,1.3146,1.2935,1.1378,1.0862,1.6318,1.256,1.462,1.2825,1.2316,1.3473,1.0884,1.3225,1.4029,1.3907,1.3541,1.4552,1.2436,1.2825,1.2268,1.4862,1.178,1.3901,1.1126,1.202,1.184,1.3767,1.3673,1.3188,1.2978,1.3149,1.2043,1.2065,1.3346,1.3449,0.2526,1.2182,1.228,0.7746,0,0.3309
871762,1.3447,0.8239,1.2885,1.517,1.1563,1.2917,1.3078,1.2113,1.1636,1.459,1.2369,1.4673,1.1503,1.2439,1.4758,1.4563,1.2784,1.2235,1.2966,1.5578,1.4466,1.1002,1.4563,1.3198,0.8994,1.23,1.2326,1.3596,1.3078,1.2793,1.2325,1.0802,1.6355,1.2332,1.4649,1.3061,1.231,1.3189,1.0909,1.3251,1.4033,1.3835,1.3254,1.4496,1.2504,1.2861,1.2147,1.5009,1.1565,1.4124,1.1115,1.1778,1.1892,1.3717,1.3902,1.3167,1.2851,1.3006,1.2117,1.2036,1.3344,1.3203,0.2446,1.2165,1.2059,0.7473,0,0.3377
871964,1.3407,0.821,1.3109,1.5225,1.2001,1.2946,1.3028,1.2181,1.1995,1.4597,1.2353,1.4893,1.1715,1.2491,1.3877,1.4416,1.2713,1.2033,1.2826,1.5403,1.4459,1.1064,1.4499,1.3317,0.9039,1.2339,1.2319,1.362,1.3179,1.2914,1.1687,1.0676,1.6509,1.2376,1.4173,1.3048,1.2369,1.3122,1.0638,1.3206,1.4089,1.3964,1.326,1.4577,1.2536,1.2855,1.2218,1.4855,1.177,1.4095,1.1052,1.1745,1.1816,1.3691,1.3813,1.3083,1.2901,1.3182,1.2049,1.212,1.3271,1.3358,0.2586,1.2235,1.2417,0.7748,0,0.3352
872158,1.3366,0.8224,1.2907,1.5262,1.1493,1.2987,1.3022,1.2307,1.204,1.4579,1.235,1.4714,1.1714,1.2374,1.439,1.439,1.2729,1.2248,1.3039,1.5475,1.4332,1.1074,1.4582,1.3336,0.899,1.2258,1.2302,1.3581,1.3158,1.2846,1.2139,1.0349,1.6395,1.2209,1.4673,1.29,1.2362,1.325,1.1032,1.3268,1.4057,1.3859,1.3284,1.4615,1.2423,1.2832,1.2189,1.5097,1.1732,1.4252,1.1012,1.1638,1.2027,1.3533,1.3812,1.3064,1.2849,1.2941,1.1865,1.2054,1.3346,1.3322,0.2595,1.2154,1.2326,0.7601,0,0.3613
872562,1.3385,0.8139,1.303,1.5213,1.1492,1.2953,1.3036,1.2149,1.1989,1.4673,1.2189,1.4785,1.1721,1.2346,1.3582,1.4419,1.2676,1.1944,1.2977,1.5685,1.4434,1.088,1.4531,1.3356,0.8969,1.2201,1.2345,1.3604,1.3128,1.2777,1.1523,1.028,1.6555,1.2294,1.471,1.2958,1.2313,1.3195,1.0632,1.3274,1.4069,1.3968,1.3304,1.4549,1.2509,1.2786,1.2452,1.4614,1.1837,1.4162,1.1039,1.1823,1.1982,1.3835,1.3778,1.2939,1.2888,1.2979,1.2109,1.2055,1.3353,1.3364,0.2584,1.2153,1.2019,0.7481,0,0.3344
872764,1.3113,0.832,1.2982,1.509,1.1891,1.3,1.2971,1.2166,1.1966,1.4725,1.2265,1.4798,1.2262,1.2537,1.4307,1.427,1.2652,1.2151,1.293,1.5385,1.4363,1.1107,1.4474,1.3287,0.8768,1.2294,1.2291,1.3627,1.3123,1.2904,1.1485,1.1103,1.6204,1.2396,1.4717,1.2971,1.2361,1.3098,1.0718,1.3291,1.413,1.3855,1.326,1.4562,1.2529,1.2934,1.2328,1.4958,1.1666,1.4222,1.1053,1.1858,1.1885,1.3946,1.3718,1.2979,1.2907,1.3011,1.193,1.2098,1.3262,1.3434,0.2602,1.2137,1.2452,0.774,0,0.3375
873968,1.3406,0.8148,1.3021,1.5202,1.1871,1.2974,1.3084,1.2183,1.1752,1.4656,1.2394,1.4613,1.1591,1.2456,1.4736,1.4498,1.2597,1.2155,1.2868,1.5613,1.4514,1.098,1.4378,1.3334,0.9139,1.237,1.2311,1.3599,1.3133,1.2825,1.1785,1.0495,1.638,1.2454,1.4662,1.3077,1.2333,1.31,1.1009,1.3204,1.4115,1.3923,1.3111,1.4556,1.2358,1.2828,1.2184,1.46,1.2061,1.4206,1.1036,1.1892,1.1871,1.391,1.3748,1.2962,1.2891,1.2939,1.1865,1.2085,1.331,1.3376,0.2616,1.2255,1.2524,0.7472,0,0.3286
877168,1.322,0.8027,1.3095,1.5217,1.2057,1.2896,1.3129,1.2282,1.222,1.4668,1.239,1.4919,1.1781,1.2307,1.3839,1.44,1.2602,1.2012,1.2796,1.544,1.4384,1.1121,1.4565,1.3289,0.8922,1.2328,1.2279,1.3524,1.3144,1.2767,1.1749,1.0074,1.6684,1.2356,1.4429,1.2929,1.2346,1.3207,1.087,1.3188,1.4063,1.3918,1.3142,1.4473,1.255,1.2816,1.2392,1.4947,1.1952,1.4044,1.1015,1.1828,1.2076,1.3925,1.3807,1.304,1.2893,1.2962,1.1845,1.2036,1.3304,1.3339,0.2567,1.2172,1.221,0.7558,0,0.3325
877269,1.3422,0.8065,1.2909,1.5329,1.1547,1.2904,1.2942,1.2191,1.181,1.4723,1.2421,1.4643,1.1546,1.2438,1.4823,1.4635,1.2732,1.206,1.2898,1.5444,1.4268,1.0879,1.4529,1.335,0.966,1.2297,1.2375,1.3533,1.3055,1.2978,1.1948,1.0522,1.6567,1.2412,1.4975,1.2968,1.2306,1.2777,1.0937,1.319,1.4001,1.3934,1.3349,1.4561,1.2342,1.2801,1.2274,1.4872,1.1734,1.4114,1.1018,1.1553,1.1896,1.4011,1.3796,1.3058,1.2935,1.3091,1.1754,1.204,1.3356,1.3283,0.2572,1.2144,1.2439,0.7296,0,0.3543
880157,1.3556,0.8046,1.2815,1.5326,1.1889,1.3016,1.2952,1.2209,1.2101,1.4663,1.232,1.4666,1.1742,1.2395,1.3807,1.4478,1.2865,1.2415,1.27,1.5258,1.4317,1.0917,1.4467,1.3253,0.898,1.2299,1.2319,1.3543,1.3049,1.2861,1.1255,1.075,1.6396,1.222,1.4153,1.2821,1.2347,1.307,1.0854,1.3329,1.3995,1.389,1.3337,1.4559,1.237,1.2706,1.226,1.5423,1.1774,1.4134,1.0987,1.1935,1.201,1.4054,1.3723,1.2903,1.2931,1.3008,1.1949,1.2056,1.3347,1.3334,0.2481,1.2125,1.1789,0.762,0,0.3297
882161,1.3386,0.81,1.3053,1.5194,1.1685,1.2926,1.3021,1.2258,1.2174,1.4591,1.2464,1.4786,1.1638,1.2295,1.4042,1.4466,1.272,1.2247,1.2787,1.5593,1.435,1.0979,1.4576,1.3352,0.9054,1.2224,1.2351,1.3565,1.3083,1.287,1.1382,1.026,1.6346,1.2413,1.4576,1.2983,1.2364,1.3254,1.081,1.3343,1.4032,1.3789,1.3204,1.454,1.2503,1.2642,1.2258,1.4924,1.1765,1.3976,1.1084,1.1888,1.1793,1.371,1.388,1.3147,1.2901,1.312,1.2227,1.2026,1.3347,1.3357,0.2671,1.2095,1.2405,0.7922,0,0.3371
885975,1.3689,0.8036,1.2943,1.5304,1.1937,1.3035,1.3098,1.2186,1.2026,1.4611,1.2343,1.4615,1.1758,1.2386,1.3616,1.4611,1.2598,1.2481,1.2795,1.5647,1.4438,1.1082,1.4595,1.3246,0.8937,1.2285,1.2343,1.3604,1.3068,1.2948,1.2072,1.0382,1.7055,1.2231,1.4513,1.3107,1.2359,1.3136,1.0951,1.3297,1.4023,1.3943,1.327,1.4631,1.2492,1.2856,1.2366,1.4733,1.1649,1.4178,1.1025,1.1932,1.1907,1.3345,1.3871,1.3182,1.3003,1.3039,1.1872,1.2104,1.3357,1.3437,0.2701,1.2139,1.2479,0.7559,0,0.3737
