Subjects,fs_l_bankssts_myel,fs_l_caudalanteriorcingulate_myel,fs_l_caudalmiddlefrontal_myel,fs_l_cuneus_myel,fs_l_entorhinal_myel,fs_l_fusiform_myel,fs_l_inferiorparietal_myel,fs_l_inferiortemporal_myel,fs_l_isthmuscingulate_myel,fs_l_lateraloccipital_myel,fs_l_lateralorbitofrontal_myel,fs_l_lingual_myel,fs_l_medialorbitofrontal_myel,fs_l_middletemporal_myel,fs_l_parahippocampal_myel,fs_l_paracentral_myel,fs_l_parsopercularis_myel,fs_l_parsorbitalis_myel,fs_l_parstriangularis_myel,fs_l_pericalcarine_myel,fs_l_postcentral_myel,fs_l_posteriorcingulate_myel,fs_l_precentral_myel,fs_l_precuneus_myel,fs_l_rostralanteriorcingulate_myel,fs_l_rostralmiddlefrontal_myel,fs_l_superiorfrontal_myel,fs_l_superiorparietal_myel,fs_l_superiortemporal_myel,fs_l_supramarginal_myel,fs_l_frontalpole_myel,fs_l_temporalpole_myel,fs_l_transversetemporal_myel,fs_l_insula_myel,fs_r_bankssts_myel,fs_r_caudalanteriorcingulate_myel,fs_r_caudalmiddlefrontal_myel,fs_r_cuneus_myel,fs_r_entorhinal_myel,fs_r_fusiform_myel,fs_r_inferiorparietal_myel,fs_r_inferiortemporal_myel,fs_r_isthmuscingulate_myel,fs_r_lateraloccipital_myel,fs_r_lateralorbitofrontal_myel,fs_r_lingual_myel,fs_r_medialorbitofrontal_myel,fs_r_middletemporal_myel,fs_r_parahippocampal_myel,fs_r_paracentral_myel,fs_r_parsopercularis_myel,fs_r_parsorbitalis_myel,fs_r_parstriangularis_myel,fs_r_pericalcarine_myel,fs_r_postcentral_myel,fs_r_posteriorcingulate_myel,fs_r_precentral_myel,fs_r_precuneus_myel,fs_r_rostralanteriorcingulate_myel,fs_r_rostralmiddlefrontal_myel,fs_r_superiorfrontal_myel,fs_r_superiorparietal_myel,fs_r_superiortemporal_myel,fs_r_supramarginal_myel,fs_r_frontalpole_myel,fs_r_temporalpole_myel,fs_r_transversetemporal_myel,fs_r_insula_myel
147737,1.3698,0.8228,1.2958,1.526,1.1486,1.2985,1.3052,1.2044,1.1972,1.4599,1.2542,1.477,1.1649,1.2275,1.3852,1.442,1.2666,1.2344,1.2842,1.5596,1.4344,1.1057,1.4462,1.3321,0.9028,1.2263,1.2322,1.3585,1.3094,1.2743,1.1512,1.0557,1.6869,1.2208,1.4742,1.2954,1.2342,1.307,1.0767,1.3173,1.4034,1.3878,1.3145,1.4604,1.2534,1.2753,1.2384,1.4844,1.2018,1.4129,1.1087,1.1774,1.1867,1.4036,1.3734,1.3094,1.2915,1.2909,1.1752,1.2032,1.3317,1.3347,0.2598,1.2202,1.2266,0.7267,0,0.3487
148032,1.3294,0.808,1.2986,1.5066,1.1831,1.293,1.3021,1.2096,1.187,1.4609,1.2487,1.4783,1.1628,1.2415,1.4249,1.4651,1.2741,1.2195,1.2714,1.5643,1.4295,1.0972,1.4576,1.3376,0.9332,1.2329,1.2335,1.37,1.3096,1.2873,1.1663,1.0547,1.6863,1.2434,1.48,1.3025,1.2401,1.3084,1.0701,1.3201,1.4121,1.3874,1.3167,1.4509,1.2501,1.2917,1.2295,1.5018,1.1697,1.412,1.1081,1.1929,1.187,1.3781,1.3736,1.3033,1.2918,1.2992,1.1705,1.2051,1.3385,1.3512,0.2608,1.2295,1.2091,0.7519,0,0.333
148133,1.3708,0.8245,1.306,1.5054,1.1803,1.3124,1.3047,1.2229,1.204,1.4594,1.2397,1.4739,1.1877,1.2281,1.334,1.418,1.2813,1.1764,1.2759,1.5874,1.438,1.1122,1.461,1.3371,0.9104,1.2299,1.2348,1.3538,1.3012,1.2875,1.1482,1.0546,1.6418,1.2652,1.456,1.2965,1.237,1.2831,1.0601,1.3255,1.4037,1.3792,1.328,1.4539,1.2495,1.2867,1.2284,1.4899,1.1663,1.3903,1.1108,1.1875,1.1894,1.374,1.3763,1.3259,1.3025,1.3161,1.2426,1.2104,1.3389,1.3372,0.2529,1.2178,1.2369,0.7586,0,0.3331
148335,1.3231,0.8001,1.2969,1.5255,1.1971,1.2947,1.2996,1.2147,1.215,1.4617,1.2301,1.4703,1.1816,1.2476,1.3883,1.4383,1.2721,1.2038,1.2895,1.5558,1.432,1.0987,1.4447,1.3231,0.8875,1.2258,1.2402,1.367,1.3152,1.2758,1.2062,1.0033,1.6435,1.2451,1.4551,1.2816,1.2394,1.3023,1.0928,1.3169,1.4131,1.3861,1.3174,1.4417,1.2835,1.2877,1.2284,1.4812,1.1805,1.4191,1.0889,1.1521,1.198,1.3868,1.3828,1.292,1.2861,1.305,1.2012,1.2036,1.3313,1.3319,0.2669,1.2107,1.2041,0.7527,0,0.4028
148436,1.3129,0.8062,1.2977,1.5059,1.1529,1.3096,1.3073,1.2115,1.1864,1.4568,1.2319,1.4751,1.1557,1.243,1.3535,1.4398,1.2604,1.1952,1.2881,1.5872,1.4371,1.1104,1.4557,1.3218,0.877,1.2283,1.2387,1.3603,1.3117,1.2834,1.1219,1.0535,1.6738,1.2362,1.4559,1.2905,1.2246,1.2998,1.1023,1.3177,1.4027,1.3823,1.3064,1.4477,1.2544,1.2863,1.2332,1.4906,1.1646,1.4135,1.0972,1.1598,1.1904,1.3967,1.3804,1.3089,1.2926,1.3052,1.1741,1.2036,1.3293,1.3344,0.2492,1.2064,1.21,0.782,0,0.3295
148840,1.3089,0.8352,1.3015,1.5097,1.1641,1.2985,1.3128,1.2107,1.1632,1.4663,1.2202,1.48,1.1548,1.2495,1.3309,1.4501,1.2615,1.2157,1.2864,1.5829,1.4464,1.0926,1.4452,1.3254,0.9021,1.2306,1.232,1.3554,1.3135,1.2897,1.2686,1.0454,1.6594,1.2287,1.4647,1.2945,1.2305,1.3395,1.1186,1.3193,1.4078,1.3897,1.342,1.4527,1.2381,1.2704,1.2213,1.4756,1.1903,1.4243,1.103,1.1951,1.1962,1.4021,1.3796,1.3053,1.2883,1.2967,1.1931,1.2047,1.3326,1.3308,0.2479,1.2177,1.2075,0.8204,0,0.336
148941,1.3165,0.7803,1.2981,1.5179,1.1743,1.2916,1.3054,1.2153,1.193,1.4496,1.2318,1.4972,1.1703,1.2459,1.3988,1.4468,1.2737,1.1783,1.2846,1.5852,1.4336,1.0902,1.4601,1.3366,0.8999,1.2338,1.2363,1.3674,1.2975,1.2839,1.1445,1.0777,1.6661,1.2366,1.4712,1.2956,1.239,1.3263,1.0806,1.3174,1.414,1.3843,1.3174,1.444,1.239,1.2833,1.2275,1.5077,1.1662,1.426,1.1039,1.1923,1.1876,1.3912,1.3843,1.315,1.2889,1.3029,1.176,1.2122,1.3293,1.3275,0.2545,1.2077,1.2058,0.7822,0,0.3349
149236,1.3373,0.8343,1.3047,1.5104,1.2014,1.2871,1.3027,1.2188,1.1991,1.4594,1.2252,1.476,1.1799,1.2321,1.3745,1.4499,1.2773,1.2056,1.2913,1.5589,1.4414,1.0924,1.4467,1.3331,0.9003,1.2265,1.2345,1.3585,1.3073,1.2819,1.1517,1.1098,1.6632,1.2371,1.4213,1.2931,1.2392,1.3146,1.0692,1.3266,1.414,1.3858,1.3166,1.4507,1.2495,1.2753,1.2596,1.4868,1.1823,1.4137,1.0988,1.1811,1.1988,1.3889,1.3634,1.3,1.2972,1.2984,1.1885,1.2131,1.33,1.3319,0.2543,1.2144,1.2109,0.7679,0,0.3319
149337,1.3695,0.807,1.2853,1.5229,1.184,1.3019,1.301,1.2198,1.1774,1.4707,1.2458,1.4872,1.1711,1.2297,1.3285,1.4401,1.2748,1.2094,1.2896,1.5432,1.4393,1.1121,1.4484,1.3214,0.9052,1.2309,1.2349,1.3625,1.3114,1.2875,1.1502,1.0686,1.6839,1.2184,1.4624,1.2895,1.2305,1.2999,1.0494,1.3272,1.4043,1.3947,1.3232,1.4471,1.2432,1.2942,1.2318,1.4699,1.1682,1.4235,1.1024,1.1978,1.1926,1.3897,1.3818,1.2995,1.286,1.3036,1.2003,1.2096,1.3283,1.3372,0.2506,1.2164,1.205,0.764,0,0.3303
149539,1.3607,0.8099,1.3038,1.5129,1.1697,1.2913,1.3041,1.2067,1.2128,1.4782,1.2252,1.49,1.1797,1.2336,1.4072,1.4511,1.2591,1.2362,1.2923,1.5485,1.4401,1.0862,1.4497,1.3305,0.8911,1.227,1.2373,1.3579,1.3137,1.2829,1.188,1.0399,1.6259,1.2272,1.4378,1.2892,1.24,1.2919,1.0956,1.3223,1.418,1.4009,1.3201,1.4537,1.2369,1.2775,1.2174,1.4906,1.1725,1.432,1.0921,1.1979,1.2039,1.4067,1.3794,1.3089,1.2916,1.319,1.1904,1.2086,1.3317,1.3279,0.259,1.2161,1.2276,0.7517,0,0.3841
149741,1.3181,0.8287,1.2983,1.5272,1.1888,1.2829,1.3083,1.2365,1.2113,1.4641,1.2427,1.4652,1.1781,1.249,1.4307,1.4403,1.2697,1.2088,1.2875,1.5669,1.4494,1.109,1.4455,1.3293,0.9018,1.2265,1.2292,1.3455,1.3128,1.2809,1.1027,1.044,1.6816,1.2297,1.421,1.2932,1.229,1.3201,1.094,1.3157,1.4077,1.3958,1.3063,1.456,1.258,1.2961,1.2343,1.5036,1.1535,1.4146,1.1033,1.1842,1.1797,1.3536,1.3779,1.3086,1.2933,1.3055,1.1873,1.2084,1.3324,1.3322,0.266,1.2233,1.1834,0.7389,0,0.3498
149842,1.2967,0.8197,1.3102,1.5301,1.2143,1.2992,1.3068,1.2101,1.1843,1.4621,1.2469,1.4598,1.186,1.2455,1.4238,1.4585,1.2701,1.2036,1.2764,1.5475,1.4284,1.0984,1.4672,1.3225,0.9057,1.2295,1.232,1.3581,1.3219,1.2828,1.1857,1.0119,1.632,1.2427,1.4798,1.2754,1.2406,1.311,1.0845,1.3175,1.4139,1.391,1.3137,1.4423,1.2379,1.2793,1.2019,1.4819,1.1707,1.4092,1.0962,1.2073,1.1799,1.3924,1.376,1.3023,1.304,1.3177,1.2035,1.2036,1.3253,1.3311,0.2561,1.2121,1.196,0.7732,0,0.3904
150019,1.3474,0.8321,1.3124,1.5417,1.1911,1.2947,1.3135,1.2318,1.177,1.4599,1.2271,1.4842,1.1876,1.2408,1.4001,1.4454,1.2803,1.2169,1.2875,1.5355,1.4482,1.1124,1.4473,1.321,0.8774,1.2286,1.2399,1.3628,1.3039,1.2833,1.1924,1.0386,1.6414,1.2552,1.4354,1.3002,1.2357,1.3367,1.0761,1.3197,1.4126,1.3748,1.3342,1.4552,1.2107,1.2865,1.2334,1.5145,1.1634,1.4225,1.1,1.1896,1.1836,1.3865,1.3874,1.304,1.2928,1.3057,1.2433,1.2105,1.3288,1.3407,0.2501,1.2203,1.2116,0.7044,0,0.5135
150524,1.3629,0.7996,1.3085,1.4914,1.182,1.2802,1.3006,1.2219,1.2005,1.4625,1.2329,1.4888,1.1712,1.2324,1.4323,1.4427,1.2599,1.2019,1.2756,1.5774,1.4456,1.1014,1.4413,1.3235,0.8944,1.2326,1.2344,1.3634,1.3042,1.2872,1.1677,1.0506,1.6624,1.2499,1.432,1.2869,1.2328,1.2867,1.0766,1.3197,1.4062,1.3723,1.3215,1.4523,1.2284,1.2889,1.238,1.5475,1.1814,1.4279,1.1025,1.1602,1.1991,1.4067,1.3762,1.3257,1.29,1.3113,1.2026,1.2062,1.3308,1.3397,0.2659,1.2215,1.2097,0.7246,0,0.3499
150625,1.3276,0.8099,1.3,1.5205,1.1567,1.2869,1.305,1.217,1.2003,1.4669,1.2486,1.4702,1.1809,1.2392,1.4559,1.4607,1.2735,1.2177,1.2937,1.5427,1.445,1.0978,1.4471,1.3307,0.9065,1.236,1.2318,1.3582,1.3166,1.2772,1.1714,1.0122,1.6752,1.2138,1.4509,1.2822,1.2249,1.3202,1.0849,1.3156,1.4084,1.3892,1.3103,1.4526,1.247,1.2914,1.2234,1.4993,1.1583,1.4064,1.1004,1.179,1.2136,1.3476,1.3813,1.3071,1.2905,1.2974,1.1995,1.2084,1.3318,1.3346,0.2682,1.2153,1.209,0.7787,0,0.3443
150726,1.3186,0.8077,1.3144,1.5269,1.1724,1.279,1.3134,1.2238,1.1817,1.4627,1.2392,1.448,1.1737,1.2279,1.4175,1.463,1.266,1.2012,1.3074,1.566,1.4449,1.1042,1.443,1.3271,0.8833,1.2309,1.2248,1.348,1.3278,1.2724,1.1715,1.0343,1.698,1.1827,1.4722,1.3036,1.2301,1.3387,1.0888,1.3218,1.4199,1.398,1.343,1.4441,1.2386,1.2914,1.2332,1.482,1.1713,1.4182,1.1036,1.1796,1.2061,1.3655,1.3915,1.3023,1.2911,1.3038,1.2146,1.205,1.3376,1.3313,0.2596,1.2041,1.2658,0.8467,0,0.362
150928,1.3478,0.8173,1.3056,1.4901,1.1568,1.3009,1.3071,1.2208,1.1959,1.4574,1.2486,1.4919,1.1715,1.2353,1.3358,1.4268,1.2847,1.2198,1.2736,1.5636,1.4338,1.0932,1.4528,1.3349,0.9034,1.2269,1.2337,1.354,1.3097,1.2887,1.1626,1.0223,1.6184,1.2213,1.4532,1.2914,1.2378,1.3309,1.0897,1.3236,1.4129,1.3976,1.314,1.4459,1.2476,1.2825,1.2261,1.4762,1.1711,1.414,1.1023,1.1872,1.1877,1.3672,1.3891,1.3076,1.2867,1.2917,1.2033,1.208,1.333,1.3321,0.2522,1.2044,1.2347,0.7736,0,0.3341
151021,1.3313,0.8178,1.2949,1.5189,1.1893,1.294,1.2964,1.2168,1.2,1.4581,1.2194,1.4942,1.2062,1.2399,1.3249,1.4539,1.2672,1.2232,1.3057,1.5645,1.4318,1.1111,1.4542,1.3319,0.903,1.23,1.2318,1.3631,1.3301,1.269,1.1452,1.0372,1.7114,1.2553,1.458,1.3194,1.2329,1.3177,1.0777,1.3249,1.4075,1.3749,1.3188,1.4538,1.2429,1.2802,1.215,1.4924,1.1508,1.4112,1.0921,1.1494,1.1919,1.4084,1.3782,1.2974,1.2936,1.3061,1.1845,1.2073,1.3297,1.3348,0.2641,1.2155,1.2357,0.7865,0,0.3814
151223,1.3343,0.791,1.3045,1.5217,1.1977,1.3008,1.3058,1.2224,1.1984,1.4663,1.2496,1.4929,1.1762,1.2333,1.3916,1.441,1.2672,1.2272,1.296,1.5311,1.455,1.1196,1.45,1.3227,0.8988,1.2345,1.2351,1.3547,1.3185,1.2754,1.2156,1.0408,1.654,1.2273,1.4634,1.3025,1.2317,1.3114,1.1036,1.3253,1.3988,1.3908,1.3199,1.4529,1.2524,1.2855,1.2161,1.4994,1.1619,1.4182,1.1192,1.1742,1.2166,1.3801,1.3799,1.2898,1.2873,1.3084,1.1745,1.2097,1.3381,1.327,0.2563,1.2183,1.279,0.7401,0,0.3371
151324,1.3547,0.8206,1.3096,1.4999,1.1914,1.2899,1.3105,1.2204,1.1876,1.4657,1.2338,1.4869,1.1534,1.223,1.3689,1.4425,1.2657,1.1567,1.303,1.5824,1.4415,1.1097,1.4496,1.3212,0.9054,1.2314,1.2319,1.3594,1.3157,1.2778,1.2225,1.0174,1.6484,1.2343,1.44,1.2829,1.2283,1.3185,1.0991,1.3175,1.4032,1.3853,1.3037,1.4576,1.2159,1.275,1.2153,1.491,1.1671,1.4155,1.0982,1.1652,1.2001,1.3709,1.3857,1.2944,1.292,1.3088,1.199,1.2044,1.3357,1.3345,0.2632,1.2132,1.2613,0.7761,0,0.3543
151425,1.3311,0.8178,1.3023,1.5171,1.163,1.2986,1.3008,1.2107,1.193,1.471,1.2499,1.4836,1.1585,1.2431,1.4123,1.4543,1.2658,1.1949,1.2876,1.5325,1.4468,1.1074,1.4438,1.3377,0.8992,1.2328,1.2315,1.3605,1.3163,1.2789,1.2177,1.0411,1.657,1.2221,1.4518,1.2976,1.2472,1.3234,1.0748,1.3215,1.4088,1.3846,1.2999,1.4588,1.2434,1.2967,1.2256,1.4828,1.1767,1.4112,1.0994,1.1946,1.1968,1.3767,1.3763,1.2986,1.2909,1.299,1.2046,1.2046,1.3297,1.3332,0.2708,1.2177,1.2355,0.7877,0,0.3275
151526,1.3415,0.8273,1.3058,1.4967,1.1657,1.2974,1.3101,1.2152,1.2146,1.4648,1.2511,1.4869,1.159,1.2262,1.374,1.4366,1.2677,1.1481,1.2996,1.5573,1.453,1.1064,1.4343,1.3259,0.9124,1.2328,1.2333,1.3556,1.3082,1.2827,1.275,1.0978,1.6625,1.2312,1.4714,1.3011,1.2257,1.2825,1.0943,1.3147,1.4083,1.3529,1.3049,1.453,1.2279,1.2603,1.216,1.5022,1.1667,1.4077,1.0662,1.1326,1.3234,1.4407,1.3785,1.3013,1.2826,1.301,1.1255,1.206,1.3378,1.3302,0.2644,1.2075,1.2162,0.7174,0,0.3248
151627,1.3452,0.8177,1.2948,1.5188,1.1959,1.2914,1.2992,1.2139,1.2037,1.4677,1.226,1.4743,1.1939,1.2314,1.371,1.4503,1.271,1.215,1.2675,1.5429,1.4394,1.0928,1.4458,1.3329,0.8961,1.2231,1.2287,1.3599,1.3066,1.2741,1.1502,1.0813,1.6775,1.2188,1.463,1.3,1.2422,1.2949,1.0767,1.3309,1.4104,1.3839,1.3353,1.4529,1.2385,1.2689,1.2234,1.4657,1.171,1.4197,1.1038,1.1836,1.1884,1.3938,1.3799,1.2962,1.2825,1.2995,1.1666,1.2046,1.3267,1.3274,0.2559,1.2093,1.2574,0.7536,0,0.3322
151728,1.2911,0.8152,1.2954,1.5074,1.1804,1.289,1.3067,1.2256,1.1754,1.4646,1.2528,1.479,1.1586,1.2384,1.3901,1.4737,1.2574,1.208,1.2873,1.585,1.4511,1.0821,1.4482,1.3321,0.9059,1.2306,1.2343,1.3551,1.3091,1.2793,1.1455,1.0517,1.677,1.2279,1.4187,1.2944,1.2365,1.3057,1.0829,1.3194,1.408,1.3865,1.3276,1.4507,1.2834,1.2687,1.1862,1.4948,1.1883,1.3963,1.0992,1.1561,1.2016,1.3899,1.3797,1.2964,1.2932,1.3133,1.1962,1.2064,1.3321,1.3392,0.2614,1.2171,1.2156,0.699,0,0.3781
151829,1.3295,0.8522,1.2934,1.5252,1.1831,1.2898,1.3022,1.222,1.1756,1.4649,1.2241,1.492,1.1862,1.2485,1.3514,1.4305,1.2781,1.1944,1.2965,1.5446,1.4406,1.1152,1.4474,1.3378,0.8966,1.2367,1.2308,1.3668,1.2977,1.2878,1.1679,1.0651,1.6167,1.2442,1.4619,1.3114,1.2334,1.3237,1.0785,1.3199,1.4097,1.3846,1.3622,1.4441,1.2395,1.2786,1.2357,1.4935,1.173,1.4131,1.0781,1.1979,1.1677,1.396,1.3647,1.3064,1.2947,1.3051,1.171,1.2054,1.3288,1.3378,0.2647,1.2267,1.1856,0.7714,0,0.4173
151930,1.3325,0.8246,1.3134,1.524,1.1321,1.2979,1.3047,1.2137,1.2068,1.4656,1.2302,1.5014,1.1894,1.2452,1.3947,1.4382,1.2738,1.2108,1.2862,1.5509,1.4357,1.094,1.4561,1.3239,0.9084,1.2271,1.2305,1.3663,1.3101,1.285,1.1593,1.0589,1.6216,1.2404,1.4327,1.3076,1.2489,1.3133,1.0588,1.3229,1.4057,1.3762,1.335,1.4527,1.2571,1.2945,1.223,1.5406,1.1955,1.408,1.1096,1.178,1.1931,1.3723,1.3817,1.3339,1.2976,1.3036,1.2118,1.2009,1.3262,1.3373,0.2549,1.2112,1.2352,0.745,0,0.3363
152225,1.3264,0.8247,1.301,1.5096,1.198,1.3017,1.3049,1.213,1.2326,1.4621,1.2376,1.4672,1.1753,1.2434,1.4025,1.4422,1.2744,1.2132,1.278,1.57,1.4426,1.0966,1.4461,1.3295,0.902,1.2325,1.2304,1.3605,1.3073,1.2834,1.1694,1.0297,1.6766,1.2436,1.4416,1.3232,1.2318,1.3372,1.0798,1.3229,1.4029,1.3831,1.3226,1.4485,1.2346,1.2842,1.2273,1.4794,1.1684,1.4199,1.0946,1.1875,1.2024,1.3973,1.3734,1.3063,1.291,1.3009,1.2073,1.2034,1.3249,1.3355,0.2703,1.2198,1.1874,0.7998,0,0.3552
152427,1.3677,0.8338,1.3104,1.5273,1.1785,1.3113,1.3006,1.2147,1.2164,1.4669,1.2463,1.4776,1.1638,1.2306,1.3506,1.4593,1.2616,1.1956,1.3032,1.5483,1.4415,1.0946,1.4511,1.3251,0.9177,1.2275,1.228,1.3657,1.3145,1.2788,1.1748,1.042,1.663,1.2382,1.4885,1.3136,1.2285,1.3189,1.1018,1.3254,1.4123,1.3936,1.329,1.4446,1.2444,1.2654,1.2294,1.4753,1.1794,1.401,1.1072,1.173,1.1941,1.4637,1.3856,1.3005,1.2919,1.3044,1.1937,1.2009,1.3323,1.3395,0.2598,1.2169,1.2492,0.7754,0,0.3353
152831,1.3375,0.7912,1.3078,1.5335,1.187,1.3011,1.302,1.2044,1.1694,1.4582,1.2409,1.4853,1.1576,1.2437,1.3522,1.4466,1.2687,1.1768,1.2939,1.5453,1.4387,1.0774,1.4536,1.3206,0.8927,1.2314,1.2338,1.3659,1.3081,1.2855,1.1375,1.0349,1.6516,1.2368,1.4502,1.2884,1.2202,1.2989,1.0595,1.3235,1.4002,1.3952,1.3243,1.448,1.2289,1.2679,1.2295,1.4677,1.1984,1.4124,1.1036,1.1787,1.187,1.4026,1.3816,1.3047,1.2895,1.3074,1.1755,1.2066,1.3354,1.3328,0.2513,1.2082,1.2494,0.7524,0,0.3687
153025,1.3443,0.8478,1.2916,1.5165,1.1781,1.2964,1.3052,1.2231,1.1523,1.4683,1.241,1.491,1.1715,1.2291,1.4021,1.4357,1.2598,1.2177,1.2953,1.5783,1.4431,1.108,1.4446,1.3356,0.9126,1.2346,1.2313,1.3537,1.3198,1.2844,1.1851,1.0675,1.6184,1.2454,1.4794,1.2955,1.2415,1.3179,1.0737,1.3252,1.4102,1.3845,1.3284,1.4641,1.2409,1.2697,1.2579,1.4937,1.1822,1.4389,1.1054,1.1788,1.1943,1.3802,1.3697,1.3114,1.2902,1.2992,1.169,1.207,1.322,1.3317,0.2537,1.2156,1.2631,0.7615,0,0.3311
153126,1.3949,0.8099,1.3131,1.5239,1.1589,1.3046,1.3095,1.2122,1.1918,1.4602,1.2254,1.5138,1.2198,1.2343,1.321,1.4263,1.2748,1.2176,1.264,1.5622,1.4397,1.0933,1.4524,1.3329,0.8959,1.2319,1.2234,1.3571,1.3142,1.2801,1.1343,1.0251,1.7305,1.2297,1.4836,1.2742,1.2188,1.2886,1.082,1.3322,1.3941,1.383,1.3441,1.4498,1.2642,1.262,1.222,1.5026,1.2092,1.3998,1.0965,1.1623,1.1898,1.4192,1.3673,1.2843,1.3013,1.3139,1.1653,1.2041,1.3391,1.3314,0.2521,1.229,1.2473,0.7289,0,0.3509
153227,1.355,0.8298,1.2997,1.502,1.1775,1.2981,1.3097,1.2241,1.1814,1.4565,1.2129,1.4681,1.1622,1.2302,1.3868,1.4284,1.2688,1.2104,1.2896,1.5794,1.4134,1.1165,1.4589,1.3296,0.9166,1.2251,1.2356,1.3727,1.3105,1.2835,1.1804,1.0274,1.5865,1.2585,1.485,1.2896,1.2226,1.3504,1.0968,1.3139,1.4095,1.3901,1.3255,1.4556,1.2412,1.2744,1.2257,1.4722,1.1597,1.4157,1.0959,1.1811,1.1848,1.3976,1.3621,1.3317,1.3025,1.2956,1.219,1.201,1.3255,1.3345,0.2607,1.2158,1.2374,0.7392,0,0.3322
153429,1.3278,0.8045,1.2877,1.5077,1.1365,1.2914,1.3042,1.2188,1.229,1.4684,1.2436,1.4788,1.1545,1.2398,1.4132,1.4479,1.2591,1.1879,1.2891,1.5285,1.4392,1.1033,1.4537,1.3292,0.9016,1.2288,1.232,1.3566,1.3078,1.2794,1.2058,1.0591,1.6472,1.2337,1.4312,1.2911,1.2394,1.3169,1.0963,1.3216,1.3989,1.3851,1.3196,1.4485,1.2454,1.268,1.2218,1.4914,1.1877,1.4034,1.0972,1.1773,1.2052,1.3978,1.3858,1.2923,1.2884,1.3003,1.192,1.2017,1.3305,1.3298,0.2691,1.2138,1.2064,0.7842,0,0.3295
153631,1.3425,0.8399,1.3071,1.5249,1.1676,1.287,1.3044,1.2202,1.1949,1.456,1.2147,1.4816,1.1738,1.235,1.3964,1.4475,1.2737,1.1942,1.2785,1.5668,1.4418,1.0976,1.4447,1.3323,0.8903,1.2307,1.2351,1.3635,1.2897,1.2932,1.1867,1.0828,1.6279,1.2636,1.4915,1.2838,1.2316,1.3281,1.0629,1.3214,1.4069,1.3919,1.3437,1.4574,1.2316,1.2746,1.249,1.4844,1.1779,1.4062,1.0958,1.195,1.2012,1.3717,1.3792,1.3116,1.2937,1.3107,1.2107,1.2091,1.3358,1.3333,0.2594,1.2164,1.2112,0.7524,0,0.3464
153732,1.3352,0.82,1.2964,1.5218,1.2168,1.3015,1.3058,1.2131,1.1823,1.4651,1.2288,1.4787,1.1779,1.2323,1.3719,1.4556,1.2685,1.215,1.2801,1.5525,1.4394,1.0897,1.4626,1.3287,0.89,1.2301,1.2299,1.3641,1.3084,1.2763,1.1816,1.0986,1.6556,1.2264,1.4417,1.3213,1.2347,1.3047,1.077,1.3238,1.3999,1.394,1.3346,1.4532,1.2584,1.2667,1.215,1.4911,1.1645,1.3987,1.1023,1.1872,1.1939,1.4189,1.3838,1.3073,1.2921,1.2971,1.1745,1.2079,1.3343,1.3381,0.2532,1.2067,1.199,0.7367,0,0.331
153833,1.3525,0.8194,1.2983,1.5129,1.1901,1.3028,1.3038,1.2112,1.1825,1.46,1.2307,1.4699,1.1681,1.2309,1.3889,1.439,1.2701,1.1832,1.287,1.5773,1.4397,1.0878,1.4389,1.3375,0.9154,1.23,1.2304,1.3594,1.3169,1.2877,1.1735,1.0611,1.6569,1.2073,1.4448,1.3206,1.2211,1.299,1.0818,1.3201,1.4032,1.3928,1.327,1.4469,1.2394,1.2728,1.2276,1.4961,1.1827,1.4224,1.1054,1.1825,1.1817,1.428,1.3758,1.2989,1.293,1.2998,1.2052,1.2037,1.328,1.3374,0.2577,1.2178,1.2476,0.7656,0,0.3352
153934,1.3267,0.8358,1.3005,1.5244,1.1975,1.2992,1.3038,1.2113,1.152,1.4553,1.235,1.4814,1.1645,1.253,1.3777,1.4563,1.2544,1.2072,1.2826,1.5573,1.4358,1.1048,1.4512,1.3333,0.9061,1.2269,1.2325,1.3631,1.3196,1.288,1.1921,1.0626,1.582,1.2321,1.4631,1.2806,1.2262,1.2925,1.0973,1.3313,1.4025,1.3816,1.3366,1.4554,1.243,1.2819,1.2273,1.4863,1.1657,1.414,1.1048,1.1836,1.1878,1.395,1.385,1.3143,1.2968,1.2863,1.1973,1.205,1.3291,1.3394,0.2589,1.2113,1.2463,0.7877,0,0.3325
154229,1.3517,0.8217,1.3155,1.512,1.2079,1.3014,1.3132,1.2135,1.201,1.4589,1.2446,1.4673,1.1893,1.2415,1.454,1.4499,1.2928,1.2092,1.2764,1.5792,1.4337,1.1095,1.4579,1.3165,0.9471,1.2288,1.2271,1.3638,1.3155,1.2803,1.2228,0.9911,1.6955,1.2571,1.3979,1.3151,1.2334,1.3143,1.0746,1.3129,1.4034,1.3719,1.3293,1.4585,1.2247,1.2788,1.1856,1.5249,1.1787,1.3907,1.1083,1.1496,1.194,1.3955,1.3754,1.3025,1.306,1.3236,1.2092,1.2066,1.3339,1.3423,0.2709,1.2056,1.2339,0.7161,0,0.3798
